classlabel,content
2,गुम्बाडाँडा मूर्ति मेलाविदेशी एवं स्वदेशी दर्जन मूर्तिकार हरूको सहभागिता मकवानपुर हर्नामाडी गाविस स्थित पर्यटकीय क्षेत्र गुम्बाडाँडा सोमबार दिने अन्तर्राष्ट्रिय मूर्तिकला कार्यशाला सुरु विदेशी एवं स्वदेशी दर्जन मूर्तिकार हरूको सहभागिता मकवानपुर हर्नामाडी गाविस स्थित पर्यटकीय क्षेत्र गुम्बाडाँडा सोमबार दिने अन्तर्राष्ट्रिय मूर्तिकला कार्यशाला सुरु नेपाल ललितकला प्रज्ञा प्रतिष्ठान कुलपति किरण मानन्धर अजंग ढुंगा छिनो राखेर हथौडा प्रहार उद्घाटन गरिए मूर्तिकला कार्यशाला हेलिकोप्टर बाट पुष्पवर्षा गरिए कुलपति मानन्धर अजंग ढुंगा हरूमा मूर्तिकार हरूले प्राण भरे निर्जीव वस्तु बोल्ने बताए सीप कला निर्जीव वस्तु हरू बोल्ने गर्छन् कुलपति मानन्धर मूर्तिकार हरूलाई माया हौसला चाहिन्छ हेटौंडा बाट किलोमिटर पर्ने गुम्बाडाँडा मूर्ति कार्यशाला दिन जारी रहने कार्यशाला सहभागी फ्रान्स चीन जापान इटाली भारत कोरिया नेपाल जना मूर्तिकार हरूलाई हेटौंडा बाट धिमे पञ्चेबाजा बजाउँदै तामाङ सेलो गाउँदै गुम्बाडाडाँ पुर्याइए मुलुक हर्नामाडी अन्तर्राष्ट्रिय मूर्तिकला कार्यशाला सहभागी स्वदेशी एवं विदेशी मूर्तिकार हरूलाई हेटौंडा हटिया हर्नामाडी छतिवन चुरियामाई गाविस बासिन्दा हरूले भव्य स्वागत गरे स्थानीय विकास अधिकारी भुवनप्रकाश विष्ट सभापतित्व सञ्चालित कार्यक्रम डा अभि सुवेदी मुलुक अन्तर्राष्ट्रिय मूर्तिकार एकै स्थान भेला भएर मूर्ति कुँद्ने कार्य नभए बताउँदै मूर्तिकार हरूले ढुंगा हरूलाई ऐतिहासिक वस्तु परिणत बताए कार्यक्रम इटाली की मूर्तिकार बेटिनो फ्रान्सेनी जापान सुगिमोतो जुनिचिरो नेपाली मूर्तिकार ओम खत्री प्रजिअ दुर्गाप्रसाद भण्डारी उद्योगपति अजय सुमार्गी लगायत विभिन्न वक्ता बोले लाख रुपैयाँ खर्च अनुमान गरिए कार्यशाला मूर्तिकार हरूलाई मूर्ति कुँद्न अजंग दर्जन बढी ढुंगा हरू ल्याएर राखिए कार्यशाला देश जना सहित नेपाल जना मूर्तिकार सहभागी मोफसल मै आयोजना गरिए अन्तर्राष्ट्रिय मूर्तिकला कार्यशाला हजार बढी अवलोकन आयोजक हरूको अनुमान अन्तर्राष्ट्रियजगत् ख्याति प्राप्त मूर्तिका हरूले अजंग ढुंगा कुँदिए मूर्त एवं अमूर्त कला हरू गुम्बाडाँडा रहने कार्यक्रम स्थानीय तह गाउँ गाउँ बाट रकम उठाइए
1,फिलिपिन्स खुसी भारत निराशफिलिपिन्स मंगलबार पूर्वविजेता ताजाकिस्तान पराजित एएफसी च्यालेन्ज कप सेमिफाइनल समीकरण पूरा गरे फिलिपिन्स मंगलबार पूर्वविजेता ताजाकिस्तान पराजित एएफसी च्यालेन्ज कप सेमिफाइनल समीकरण पूरा गरे फिलिपिनो फुटबल अविश्वसनीय यात्रा बाट गुजि्र त्यसै क्रम उस एसिया ठूलो प्रतियोगिता अन्तिम प्रवेश गर्यो समूह बी बाट डिफेन्डिङ च्याम्पियन उत्तरकोरिया नकआउट चरण प्रवेश सकेको स्थिति आँखा हलचोक मैदान फिलिपिनोताजाक खेल तनाव पूर्ण प्रतिस्पर्धा तय नभन्दै खेल त्यस्तै रह्यो फिलिपिन्स गोल पछाडि रहे स्थिति उल्टायो सेमिफाइनल समूह ए विजेता तुर्कमिनिस्तान फिलिपिन्स सामना गर्नेछ उत्तरकोरिया प्यालेस्टाइन सामना गर्नेछ ताजाकिस्तान एलेक्सी नेगमाटोभ गोल हाफ इन्ज्युरी मिनेट गोल गरे फिल यङहजब्यान्ड मिनेट फिलिपिन्स बराबरी गोल गरे त्यसयता एन्जेल गुरोडा मिनेट निणर्ायक गोल थपे उत्तरकोरिया जित जन क्वाङ इक तेस्राे मिनेट रि क्वाङ ह्योक पाकनाम चोल री चोल योङ मिनेट गोल गरे
0,﻿राजविराज २९ पुस विहीवार मध्यरात न्याय परिषद् द्वारा ८० जना न्यायाधीश हरुको असमावेशी नियुक्ति भन्दै सद्भावना पार्टी महासचिव मनिस कुमार सुमन गम्भीर आपत्ति जनाए उन शुक्रवार प्रेस विज्ञप्ति जारी न्यायाधीश हरुको नियुक्ति आपत्ति जनाए विगत लोकतान्त्रिक गणतन्त्रात्मक आन्दोलन मधेश आन्दोलन मार्फत मुलुक समावेशी–समानुपातिक पद्धती बाट सञ्चालन निश्चित भईसके सरकार द्वारा राज्य विभिन्न निकाय हरुमा बेला–बेलामा गरिंदै आईए नियुक्ती प्रक्रिया उक्त समावेशी–समानुपातिक नियुक्ति प्रणाली आत्मसात नगरिए प्रेस विज्ञप्ति जनाईए नियुक्ती प्रक्रिया सामेल रहने गरे पदाधिकारीहरु द्वारा आ–आफ्ना जाती–समुदाय आसे–पासे दलगत आधार प्रश्रय दिई गरिने यस्ता कार्य–प्रणालीले विर सपुत हरुको बलिदानी स्वरुप प्राप्त समावेशी–समानुपातिकता सहित संघीय लोकतांत्रिक गणतन्त्रात्मक व्यवस्था उपहास उडाई महासचिव सुमन द्वारा प्रेषित विज्ञप्ति उल्लेख ‘हाल गरिए न्यायाधीश नियुक्ति न्याय परिषद् ऐन २०६३ दफा ५ वर्खिलाफ उक्त नियुक्ति नेपाल संविधान २०७२ दफा ३८ ४० ४२ उल्लंघन हो’ महासचिव सुमन द्वारा प्रेषित विज्ञप्ति अगाडि भनिए ‘सद्भावना पार्टी उक्त न्यायाधीश नियुक्ति प्रक्रिया विरोध सम्बन्धित निकाय हरुलाई अबिलम्ब समावेशि–समानुपातिक सिद्धान्त सच्चयाउन मांग गर्दछ ’
4,गैरआवासीय द्वारा लाख सहयोगगैरआवासीय नेपाली संघ परोपकारी परियोजना विभिन्न व्यक्ति संस्था सहयोग प्रदान गरे गैरआवासीय नेपाली संघ परोपकारी परियोजना विभिन्न व्यक्ति संस्था सहयोग प्रदान गरे परियोजना बिहीबार औपचारिक कार्यक्रम आयोजना लाख रुपैयाँ बराबर सहयोग गरे संघ अध्यक्ष जीवा लामिछाने नेपाल लाइब्रेरी फाउन्डेलन हेल्प नेपाल देवघाट वृद्वाश्रम अमृत साइन्स सहयोग गरे बताए उन स्वर्गीय लक्ष्मी लामा परिवार राजेन्द्र गुरुङ परिवार सरिता डिसी उपचारार्थ सहयोग गरिए बताए लामिछाने विश्वसम्मेलन पश्चात् अक्टोबर फेब्रुअरी महिना विभिन्न राष्ट्रिय समन्वय परिषद् बाट करोड लाख रकम सहयोग गरिए जानकारी शिक्षा क्षेत्र लाख स्वास्थ्य क्षेत्र करोड लाख सामाजिक क्षेत्र लाख सहयोग दिइए बताए
3,सामाजिक सञ्जाल गालीसंविधान बनाउन नसकेका सभासद हरूमाथि सामाजिक सञ्जाल आक्रोश पोखिन थाले वर्षौं भयो संविधानसभा पूर्ण आकार नलिँदै सभासद गाली पर्रा छुट्दा सय बर्सिन् थाले सुशासन बेथिति सरकारनेता गाली खाइरहे कै हुन्छन् संविधान बनाउन नसकेका सभासद हरूमाथि सामाजिक सञ्जाल आक्रोश पोखिन थाले वर्षौं भयो संविधानसभा पूर्ण आकार नलिँदै सभासद गाली पर्रा छुट्दा सय बर्सिन् थाले सुशासन बेथिति सरकारनेता गाली खाइरहे कै हुन्छन् त्यस जिम्मेवार नेता गैरजिम्मेवार अभिव्यक्तिव्यवहार देखिन्छसुनिन्छ सामाजिक सञ्जाल विरुद्ध अशिष्ट गालीगलौज बर्सिन थाल्छ अलि अघि गृहमन्त्री वामदेव गौतम सडक डिभाइडर नाघ्दै गरे तस्बिर सार्वजनिक सामाजिक सञ्जाल हजारौं उनी खनिए फोब्र्स म्यागेजिन अर्बपति सूची हालै लगातार परे उद्यमी विनोद चौधरी फोब्र्स सूची परे खबर सँगै सामाजिक सञ्जाल उनी गालीगलौज पर्रा छुट्यो चाउचाउ ख्वाएर नेपाली स्वास्थ्य बिगारे मकै भटमास खाने चलन भाँडे आरोप लाग्यो अर्बपति हुँदा राजस्व कति तिरे सोधीखोजी राम्रै सँग भयो टि्वटर फेसबुक जस्ता सामाजिक सञ्जाल नेपाली समाज नयाँखा अन्तर्त्रिया माध्यम सँगै नकारात्मक टीकाटिप्पणी बढावा दिने प्रवृत्ति झाँगिंदै कतिपय एकैघान हालेर गाली गर्छन् नेता चोर कर्मचारीपुलिस भ्रष्ट पत्रकार जति ब्ल्याकमेलर क्षेत्र खराब कम खराब असल उपस्थिति नेता आक्रोश पोख्ने विश्वव्यापी प्रवृत्ति मानवशास्त्री सुरेश ढकाल टिप्पणी गर्छन् उन विकसित मुलुक नागरिक बेरोजगारी असुविधा भोग्नुपरे कै असुविधा परे बेला राज्य जिम्मा लिएर बसे नेतृत्व असन्तुष्टि पोखिहाल्छन् मुलुक अवस्था नेतृत्व गैरजिम्मेवार प्रवृत्ति हेर्दा नेपाली संयमित समाज विश्लेषक सञ्जीव पोखरेल टिप्पणी गर्छन् समग्र सामाजिक सञ्जाल सकारात्मक सोचयुक्त सानै काम फुरुक्क परेर प्रशंसा स्वभाव पाए उन अनुभव आफ्ना लेखन बुभदै नबुझी गालीगलौज उत्रिने सयौं टि्वटर खाता ब्लक गरे बताउने उन विचार असहमति बित्तिकै विदेशी दूतावास बाट कति पैसा लिइस् भन्दै गाली खाए तैपनि बहुलता सकारात्मक सोच राख्ने कै गुणस्तरहीन हुँदै मेडिकल शिक्षा गुणस्तरीय बनाउने लगायत माग राखेर डा गोविन्द केसी थाले अनशन सामाजिक सञ्जाल उन आन्दोलन ऐक्यबद्धता जनाउन नगएका आक्रोश कतिपय गगन थापा रवीन्द्र अधिकारी लगायतका नेता मेन्सन गरेरै डा केसी अनशन समर्थन नगरे भनेर सोधे यसै नेता केसी भेट्न अनशनस्थल पुगे त्यस लक्षित पत्रकार किशोर नेपाल टि्वट गरे सत्याग्रही डा गोविन्द केसी राजनीतिक नेता हरूको समर्थन मूर्तिचोर हरूले मन्दिर परिक्र गरे चपाउने देखाउने दाँत फरक सामाजिक सञ्जाल राजनीतिक जातीय क्षेत्रीय लगायतका मुद्दा विभाजित सरकार कांग्रेसएमा सत्ता साझेदार भएका दल समर्थक हरू सामाजिक सञ्जाल भिड्दैनन् एमाओवादीमधेसी मोर्चा समर्थक सँग कटाक्ष सभासद घरभाडा निजी सचिवालय एकमुष्ट रकम पाउँछन् अघि काठमाडौं घर गगन थापा घरभाडा लिए खबर आउना सामाजिक सञ्जाल उनी आलोचना सुरु भइहाल्यो तस्करी सामान बरामद गर्दा कमिसन सुराकी श्रीमती नाम समाचार पढ्ना समाज हिरो उदाए प्रहरी अधिकृत रमेश खरेल खनिए पद पैसा लोभ बाट मुक्त भई स्वास्थ्य सेवा होमिए डा गोविन्द केसी समाज एउटा आइकन भइसके तिनै केसी आन्दोलन लेखिए समाचार सिरिंग खाते मर्न दिनुपर्छ टिप्पणी गरिए मनोविद् करुणा कुँवर भनाइ सामाजिक सञ्जाल देखिने नकारात्मक टीकाटिप्पणी कुण्ठा अभिव्यक्ति मान्छे स्वभावै नाम दाम इज्जत प्रतिष्ठा कमाउने लालसा लक्ष्य पूरा हुँदैनन् अनि उस अरू पैसा इज्जत कमाएका इष्र्या थाल्छ नाम दाम नकमाउँदा विरोध नगर्ने कमाए विरोधी थाल्छन् उनी भन्छिन् कुँवर आर्थिक सामाजिक शैक्षिक कारण सामान्यतः नेपाली बहिर्मुखी स्वभाव हुँदैनन् मान्छे सामुन्ने लागे अभिव्यक्त नसक्ने बानी आधुनिक स्कुल पढे पुस्ता चाहे बोल्न हिच्किचाउन्न समूह बहिर्मुखी नसक्ने कुण्ठा व्यक्त सामाजिक सञ्जाल प्रयोग गर्छन् उन भनाइ यसक्रम तिन जमे कुण्ठा लाभा आउँछ सामाजिक सञ्जाल नकारात्मक टिप्पणी माध्यम होइन नेपाली समाज कहिल्यै अनुभव नभए विद्युतीय अन्तरसंवाद समेत गराइ आफैं नौलो सकारात्मक
2,मिस नेपाल गृहनगर सम्मानितमिस नेपाल सृष्टि श्रेष्ठ गृहनगर बिहीबार राति भव्य सम्मान मिले नारायणगढ जन्मे की उन दिन अघि उपाधि जिते की थिइन् चितवन की चेली मिस नेपाल बनेकी हर्ष प्रकट समारोह सम्मान गरिए मिस नेपाल सृष्टि श्रेष्ठ गृहनगर बिहीबार राति भव्य सम्मान मिले नारायणगढ जन्मे की उन दिन अघि उपाधि जिते की थिइन् चितवन की चेली मिस नेपाल बनेकी हर्ष प्रकट समारोह सम्मान गरिए नारायणगढ आयोजित कार्यक्रम उद्योग वाणिज्य संघ चितवन रोटरी इन्टरनेसनल डिस्टि्रक्ट लायन्स इन्टरनेसनल डिस्टि्रक्ट बी नारायणी कला मन्दिर नारायणगढ जेसिज संयुक्त कदरपत्र सम्मान गरे बाल्यकाल विद्यालय तह पढाइ जिल्ला मै पूरा अहिले उच्च शिक्षा बेलायत बसोबास रहेकी उन चितवन आउने इच्छा व्यक्त गरे सम्मान कार्यक्रम राखिए संयोजक सहन प्रधान जनाए घर फर्किदा खुसी सीमा उन भनिन् बन्दीपुर चितवन संस्कृति सम्मिश्रण मिस नेपाल बनायो कार्यक्रम श्रेष्ठ गत सिरहा आगलागी पीडित राहत सहयोग जुटाइदिन आग्रह गरे की थिइन् उन आग्रह सहभागी व्यक्तिगत संस्थागत नगद सहयोग प्रदान गरे आयोजक संस्था आगामी प्रतिस्पर्धा मिस वल्र्ड शुभकामना पर्यटन दूत जिल्ला ख्याति विश्व फैलाउन आग्रह गरे अहिले सिरहा नेपाली मन जले मिलेर मलम लाउनुु जरुरी उन भनिन् मै थाले की हरू हातेमालो गर्नुस् मञ्च अगाडि आफन्त प्रफुल्लित उन सफलता श्रेय परिवार दिइन् चितवन प्राकृतिक सम्पदा विभिन्न जातजाति भरिपूर्ण जिल्ला रहे बताउँदै भनिन् स्वर्ग ठाउँ जन्मिन पाउँदा गर्व महसुस कार्यक्रम बन्दीपुर समाज लाख रोटरी इन्टरनेसन लाख औषधि नगद हजार सहभागी हरूले सहयोग गरे उन मिस नेपाल उपाधि जित्दा पाए पुरस्कार हजार समेत त्यस मै लगानी राहत सिरहा नेपाल नाम बाट सहयोग जुटाइ बताइन् उन मंगलबार आगलागी पीडित भेट्ने जनाए की बिहीबार जिल्ला संघसंस्था उन सम्मान गरे सम्मान कार्यक्रम सुरेश प्रधान बन्दीपुर सहन प्रधान चितवन महिमा समेटिए गीत प्रस्तुत गरे
2,कलामय मेट्रो पार्करातो माटो खुट्टा लिपेर अस्ट्रेलियन बाजा डिजेरी डु बजाए संगीतकार सलिल सुवेदी कर्णाली देउडा गाउन था रातो माटो खुट्टा लिपेर अस्ट्रेलियन बाजा डिजेरी डु बजाए संगीतकार सलिल सुवेदी कर्णाली देउडा गाउन था साता राजधानी विभिन्न थलो जारी काठमाडौं अन्तर्राष्ट्रिय कला महोत्सव सोमबार उनी नारायणहिटी उत्तर ढोका स्थित मेट्रो पार्क पृथ्वी शरीर मस्तिष्क थिम परर्फमेन्स आर्ट देखाइ प्रकृति संस्कृति अन्तर सम्बन्ध प्रस्ट्याउने सलिल परफर्मेन्स आर्ट ध्येय सेतो दौरासुरुवाल लाए उन प्रकृति सौन्दर्य झल्काउन अनेकथरी रंग शरीर भरि पोते सेता हिउँ प्रतीक कपास टुक्रा फरफराइरहँदा हिमाली भेग झल्को आउँथ्यो जस उन साथी सन्दीप डंगोल सघाए दशक अस्टे्रलियन लोकबाजा डिजेरी डु बाजा बजाउँदै सलिल संस्कृति प्रकृति एकअर्का परिपूरक हुुन् देखाउन चाहे बताए प्रकृति वास्तविक सुगन्ध बुझ्न माटो सँगै खेल्नुपर्छ करिब मिनेट प्रस्तुति सलिल कार्यक्रम युनेस्को नेपाल प्रतिनिधि एलेक्स प्लाथ वातावरण सुरक्षा दीर्घायु उपाय शिक्षा चेतना रहे औंल्याए सलिल प्रस्तुति सँगै कलापारखी ध्यान मेट्रो पार्क तला जारी कला महोत्सव प्रस्तुति गइ विश्वव्यापीकरण थुप्रै कला पर्खाइ प्राप्ति भविष्य नामक सुनीता महर्जन कोरे पेन्टिङ अत्यन्त मन छुने दार्शनिक लाग्छ श्रीलंका पाला पोथुतिए सहर पाइने फोहोर अलकत्रा बनाए मूर्ति मुलुक लोपोन्मुख परम्परागत पहिरन लगाइदिए की उन कला सलिल सांस्कृतिक सभ्यता जोड दिन्छ सुदर्शन राणा नसुनिए आवाज हरू नामक काठ स्कप्चर चाहिँ विनाश हुँदै वनजंगल गुनासो एउटा मुढो मानव आकृति फलाम तार बाँधेर राखिए आकृति उन कला नियाल्न सकिन्छ पाकिस्तान तर्फ बाट भिडियो प्रदर्शनी नमिरा अहमद बनाए भिडियो कुखुरा निर्ममता पूर्वक मासिए दृश्य राताम् मै काटिए कुखुरा थुप्रो स्वार्थी मानिस क्रूरता देखाउँछ तर्फ पशुपन्छी अधिकार वकालत उत्ति कै गरे पाइन्छ वातावरण संरक्षण कला मार्फत् जनचेतना फैलाउने उद्देश्य सिद्धार्थ आर्ट फाउन्डेसन गरे अन्तर्राष्ट्रिय कला महोत्सव शुक्रबार जारी रहने
3,पाँचतारे सिनेमा हल काठमाडौं पाचँतारे होटल सुविधा आरामदायी सिनेमा हल सञ्चालन हुँदै सुनधारा स्थित सिभिल टे्रड सेन्टर सिनेडिसेफ नाम सञ्चालान लागे सिनेमा थिएटर सिने सिने डाइन दुईटा थि्रएटर काठमाडौं पाचँतारे होटल सुविधा आरामदायी सिनेमा हल सञ्चालन हुँदै सुनधारा स्थित सिभिल टे्रड सेन्टर सिनेडिसेफ नाम सञ्चालान लागे सिनेमा थिएटर सिने सिने डाइन दुईटा थि्रएटर मलेसिया चीन बाट आयात गरिए शुद्ध लेदर सोफा सहितका सिट राखिए दुवै थि्रएटर अमेरिका मेयर साउन्ड अमेरिका कै क्रिस्टी प्रोजेक्टर प्रयोग गरिए हामी भित्राए साउन्ड सिस्टम नेपाल मै हल प्रविधि प्रयोग हल तुलना गुना गुणस्तरयुक्त साउन्ड सिस्टम जडान गरिए सिनेडीसेफ प्रालि प्रबन्धनिर्देशक गौरभ गोयल बेइजिङ ओलम्पिक साउन्ड सिस्टम जिम्मा लिए मेयर कम्पनी साउन्ड सिस्टम प्रख्यात पप ब्यान्ड मेटालिका प्रयोग लन्डन स्कुल अफ फाइनान्स बाट स्नातकोत्तर सके गोयल सिनेमा गुणस्तर हाल नेपाल प्रयोग नभए बताए सय सिट क्षमता सिनेमा फिल्म हेर्न कम्ती सय सय शुल्क राखिए उन सिने डायन सय हजार सय सम्मको टिकट तोकिए वटा सोफा राखिए सिने डायन सिटिङ प्रणाली हवाईजहाज बिजनेस क्लास चलायमान सोफा बस्ने तरिका चलाउन सकिनेछ सिट मै मसाज पेयपदार्थ चिस्याउने कुलर वेटर बोलाउने बेल जडान गरिए इटालियन समग्री सजाइए दुवै थि्रएटर टिकट अनलाइन मोबाइल एप बाट किन्न सकिनेछ हामी अनलाइन बिक्री प्राथमिकता गोयल करिब वर्ष निर्माण थालिए थि्रएटर निर्माण कार्य अन्तिम चरण पुगे सेन्टर तला रहे थि्रएटर यसै महिना सञ्चालन ल्याउने तयारी गोयल लगानी खुलाउन चाहेनन् उन लगानी कति भनेर खुलाउन मिल्दैन हामी सिभिल टे्रड सेन्टर वर्षसम्म लिज लिए
2,सिंगलै छुअमेरिका फेसन मोडलिङ गर्दागर्दै रकस्टार फिल्म खेल्न एकाएक बलिउड छिरे की नरगिस फाखरी अन्ततः जसरी आइन् त्यसै फर्किसके की अमेरिका फेसन मोडलिङ गर्दागर्दै रकस्टार फिल्म खेल्न एकाएक बलिउड छिरे की नरगिस फाखरी अन्ततः जसरी आइन् त्यसै फर्किसके की फिल्म नायक रणवीर कपुर छाया परे डेब्यु फिल्म बाट खास फाइदा लिन सकिनन् उन सौन्दर्य सरगर्मी बलिउड उस्तै उन नायक शाहिद कपुर सँग डेटिङ चलि हल्ला फिल्म खेल्दै गर्दा कोस्टार रणवीर सँग नजिकिए की नरगिस नायक पुनः दीपिका पादुकोण सँग हिमचिम बढाउन थाले निराश थिइन् हल्ला बाट उनी खुसी छैनन् अचम्मलाग्दो बिहान उठ्न पाको राति घर पो खबर सुन्छु वषर्ीया उन भनिन् सब हल्ला सिंगल हुनसक्छ मायालु पारा भेट्ने त्यही भएर शं गरे होलान् पाकिस्तानी बाबु चेक आमा बाट न्युयोर्क जन्मे की नरगिस शाहिद सँग चिनापर्ची रणवीर गराइदिए कार्यक्रम चिनाजानी नरगिस शाहिद आयोजना गरे छुट्टै पार्टी पुगे की थिइन् पार्टी की थिएँ शाहिद मात्रै होइन थुप्रै सँग भेटघाट अरू सँग डेट रहे समाचार रहेनछ उन समाचार व्यंग्य कसिन्
3,विद्यार्थी गतिविधि जानकारी दिने सफ्टवेयरतपाई छोराछोरी स्कुल गतिविधि जानकारी एसएमएस मार्फत पाउन नेपाली सफ्टवेयर इन्जिनियर जानकारी दिने सफ्टवेयर विकास गरे छोराछोरी स्कुल गतिविधि जानकारी एसएमएस मार्फत पाउन नेपाली सफ्टवेयर इन्जिनियर जानकारी दिने सफ्टवेयर विकास गरे इन्जिनियर राजेश एम तिवारी एसएमएस म्यानेजमेन्ट सिस्टम नाम सफ्टवेयर भर्खरै सार्वजनिक गरे सफ्टवेयर विद्यालय वा कलेज कम्प्युटर इन्स्टल गरे अभिभावक विद्यालय आफ्ना छोराछोरी गतिविधि एसएमएस मार्फत थाहा पाउने सफ्टवेयर बाट विद्यालय आफ्ना विद्यार्थी अभिभावक शिक्षक कर्मचारी सँग सञ्चार आदानप्रदान सक्ने इन्जिनियर तिवारी बताए विद्यार्थी कोर्सवर्क सीमा अतिरिक्त क्रियाकलाप परीक्षा तालिका नतिजा तिर्न बाँकी शुल्क लगायत स्वचालित सम्बन्धित व्यक्ति जानकारी गराउँछ उन विद्यार्थी विद्यालय उपस्थित नभए तुरुन्त अभिभावक एसएमएस सफ्टवेयर चलाउन इन्टरनेट कनेक्सन आवश्यक नपर्ने भएका गाउँ विद्यालय हरूलाई अझ उपयोगी रहे तिवारी बताए बाट एसएमएस गर्दा मोबाइल सेवा कम्पनी तोके शुल्क लाग्ने भएका विद्यालय वा कलेज अतिरिक्त भार समेत पर्दैन सफ्टवेयर उपयोग ल्याउन कम्प्युटर सिम मोडेम पुग्छ सफ्टवेयर इन्स्टल गरे कक्षा सेक्सन तह विद्यार्थी हरूको समूह बनाउन सकिन्छ समूह वा एकै एसएमएस पठाउन सकिने व्यवस्था सफ्टवेयर विद्यार्थी विवरण भरेर राख्न सकिन्छ कस एसएमएस पठाइयो उस कहाँ पुग्योपुगेन लगायत जानकारी सफ्टवेयर प्रेषक दिन्छ तिवारी एसएलसी दिने हरूलाई उपयोगी वेबसाइट समेत बनाए एसएलसी क्वेस्चन्स डट वेब डट कम उन एसएलसी पुराना विषय प्रश्नपत्र स्क्यान त्यस उन तिन उत्तर समेत प्रयोग विद्यार्थी रजिस्टर हजार बढी विद्यार्थी रजिस्टर वेबसाइड सामग्री उपयोग उन बताए
1,कृषा कृष्ण दोहोरो स्वर्णकृषा शेर्पा कृष्ण दर्नाल छैटौं एनएसकेए अन्तर्राष्ट्रिय कराँते प्रतियोगिता शनिबार दोहोरो स्वर्ण हात पारे कृषा शेर्पा कृष्ण दर्नाल छैटौं एनएसकेए अन्तर्राष्ट्रिय कराँते प्रतियोगिता शनिबार दोहोरो स्वर्ण हात पारे महिला एकल खुला काता कृषा नेपाल कै रणु पाण्डे हराउँदै स्वर्ण जितिन् रेणु पाण्डे सपना दर्नाल सँग मिलेर कृषा महिला खुला टिम काता स्वर्ण हात पारिन् उक्त स्पर्धा यूएई भेलेन्सिया मोन्टेरियो अन्सिदा हाम्जा अनघा गनान टोली भयो
1,ससस्त्र हराउँदै सैनिक विजयीपाँचथर फिदिम भइ फाल्गुनन्द गोल्डकप नकआउट फुटबल प्रतियोगिता शनिबार सेमिफाइनल खेल सैनिक युथ क्लव झापा विजयी पाँचथर फिदिम भइ फाल्गुनन्द गोल्डकप नकआउट फुटबल प्रतियोगिता शनिबार सेमिफाइनल खेल सैनिक युथ क्लव झापा विजयी शसस्त्र प्रहरी दमक अन्तर हराउँदै सैनिक फाइनल पुगे सुरु आक्रामक देखिए शसस्त्र निर्धारित मिनेट खेल अपेक्षाकृत तालमेल मिलाउन सकेन पास मिलाउन हम्मेहम्मे परे शसस्त्र खेलाडी हरुले बिहीबार औषत खेल प्रदर्शन गरे कमजोर देखिए शसस्त्र टिम हराउन सैनिक गोल काफी बन्यो शसस्त्र दिपक लिम्बू खेल सुरु मिनेट सिधा पोस सिधा हाने बल सफल सकेन गोल थुप्रै पाए अवसर पोस ठोकिएर फर्किए शसस्त्र हार कारण मिनेट सैनिक दिपेन राई पास विवेक लिङदेन जाली चुमाएर टिम अग्रता दिलाए गोल सैनिक निणर्ायक बन्न पुग्यो सैनिक खेलाडी हरुले फाउल खेले कारण अन्तिम पाए पिकिक मौका शसस्त्र गोल परिवर्तन सकेनन् सैनिक दिपेन राई गोल मौका गुमाए शनिबार खेल सैनिक युथ दिपेन राई म्यान अफ दी म्याच घोषित भोलि सेमिफाइनल खेल आयोजक फिदिम स्पोर्टिङ क्लव मित्रमिलन युथ क्लव सुनसरी फिदिम स्पोर्टिङ क्लव आयोजना भइ खेल ताप्लेजुङ पाँचथर इलाम झापा मोरङ उदयपुर टिम भाग लिइ
